topic_id,token_id,token,document_frequency,weight
0,0,prior_condition_mean_adjusted_attention__level_high,2,0.0312499945095
0,1,prior_condition_mean_adjusted_attention__level_low,2,0.0312499953414
0,2,prior_condition_total_adjusted_time__level_high,2,0.0312500075271
0,3,prior_condition_total_adjusted_time__level_low,2,0.0312499945095
0,4,prior_control_marker_ratio__level_high,2,0.0312500031196
0,5,prior_control_marker_ratio__level_low,2,0.0312500085561
0,6,prior_digit_ratio__level_high,2,0.0312500085561
0,7,prior_digit_ratio__level_low,2,0.0312500031196
0,8,prior_mean_complexity__level_low,2,0.0312499945095
0,9,prior_mean_complexity__level_mid,2,0.0312500024442
0,10,prior_mean_message_criticality__level_high,2,0.0312500085561
0,11,prior_mean_message_criticality__level_low,2,0.0312500031196
0,12,prior_message_length__level_low,2,0.0312499945095
0,13,prior_message_length__level_mid,2,0.0312500024442
0,14,prior_operator_final_fatigue__level_high,2,0.0312499953414
0,15,prior_operator_final_fatigue__level_low,2,0.0312499945095
0,16,prior_operator_mean_attention__level_high,2,0.0312499945095
0,17,prior_operator_mean_attention__level_low,2,0.0312499953414
0,18,prior_operator_total_effort__level_high,2,0.0312499953414
0,19,prior_operator_total_effort__level_low,2,0.0312499945095
0,20,prior_operator_total_estimated_time__level_high,2,0.0312500075271
0,21,prior_operator_total_estimated_time__level_low,2,0.0312499945095
0,22,prior_reference_ratio__level_high,2,0.0312499953414
0,23,prior_reference_ratio__level_low,2,0.0312500031196
0,24,prior_service_ratio__level_high,2,0.0312500031196
0,25,prior_service_ratio__level_low,2,0.0312500085561
0,26,prior_step_count__level_low,2,0.0312499945095
0,27,prior_step_count__level_mid,2,0.0312500024442
0,28,prior_symbol_ratio__level_high,2,0.0312500031196
0,29,prior_symbol_ratio__level_low,2,0.0312499953414
0,30,prior_total_nominal_time__level_high,2,0.0312500075271
0,31,prior_total_nominal_time__level_low,2,0.0312499945095
1,0,prior_condition_mean_adjusted_attention__level_high,2,0.0312499945095
1,1,prior_condition_mean_adjusted_attention__level_low,2,0.0312499953414
1,2,prior_condition_total_adjusted_time__level_high,2,0.0312500075271
1,3,prior_condition_total_adjusted_time__level_low,2,0.0312499945095
1,4,prior_control_marker_ratio__level_high,2,0.0312500031196
1,5,prior_control_marker_ratio__level_low,2,0.0312500085561
1,6,prior_digit_ratio__level_high,2,0.0312500085561
1,7,prior_digit_ratio__level_low,2,0.0312500031196
1,8,prior_mean_complexity__level_low,2,0.0312499945095
1,9,prior_mean_complexity__level_mid,2,0.0312500024442
1,10,prior_mean_message_criticality__level_high,2,0.0312500085561
1,11,prior_mean_message_criticality__level_low,2,0.0312500031196
1,12,prior_message_length__level_low,2,0.0312499945095
1,13,prior_message_length__level_mid,2,0.0312500024442
